date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202133,CHFL,vaccination_centre,117763,location,8709355,6910574,NA,0.817,81.69999999999999,73,1.35,79.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,CHFL,vaccination_centre,130586,location,8709355,7041160,NA,0.814,81.39999999999999,73.1,1.5,80.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,CHFL,vaccination_centre,120072,location,8709355,7161232,NA,0.772,77.2,73.2,1.38,82.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,CHFL,vaccination_centre,147522,location,8709355,7308754,NA,0.768,76.8,73.3,1.69,83.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,CHFL,vaccination_centre,162997,location,8709355,7471751,NA,0.736,73.6,73.3,1.87,85.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,CHFL,vaccination_centre,141489,location,8709355,7613240,NA,0.726,72.6,73.3,1.62,87.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,CHFL,vaccination_centre,118519,location,8709355,7731759,NA,0.721,72.1,73.3,1.36,88.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,CHFL,vaccination_centre,119505,location,8709355,7851264,NA,0.732,73.2,73.3,1.37,90.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,CHFL,vaccination_centre,122457,location,8709355,7973721,NA,0.726,72.6,73.2,1.41,91.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,CHFL,vaccination_centre,101159,location,8709355,8074880,NA,0.717,71.7,73.2,1.16,92.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,CHFL,vaccination_centre,68717,location,8709355,8143597,NA,0.694,69.39999999999999,73.2,0.79,93.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,CHFL,nursing_home,100,location,8709355,100,NA,0.088,8.799999999999999,8.799999999999999,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,CHFL,nursing_home,1205,location,8709355,1305,NA,0.229,22.900000000000002,20.4,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,CHFL,nursing_home,9716,location,8709355,11021,NA,0.285,28.499999999999996,27.200000000000003,0.11,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,CHFL,nursing_home,7932,location,8709355,18953,NA,0.143,14.299999999999999,19.8,0.09,0.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,CHFL,nursing_home,13896,location,8709355,32849,NA,0.138,13.8,16.7,0.16,0.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,CHFL,nursing_home,15453,location,8709355,48302,NA,0.138,13.8,15.7,0.18,0.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,CHFL,nursing_home,17731,location,8709355,66033,NA,0.177,17.7,16.2,0.2,0.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,CHFL,nursing_home,33027,location,8709355,99060,NA,0.247,24.7,18.3,0.38,1.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,CHFL,nursing_home,15146,location,8709355,114206,NA,0.116,11.600000000000001,17,0.17,1.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,CHFL,nursing_home,14796,location,8709355,129002,NA,0.107,10.7,15.9,0.17,1.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,CHFL,nursing_home,18715,location,8709355,147717,NA,0.123,12.3,15.299999999999999,0.21,1.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,CHFL,nursing_home,13611,location,8709355,161328,NA,0.089,8.9,14.499999999999998,0.16,1.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,CHFL,nursing_home,26523,location,8709355,187851,NA,0.175,17.5,14.799999999999999,0.3,2.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,CHFL,nursing_home,10095,location,8709355,197946,NA,0.055,5.5,13.700000000000001,0.12,2.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,CHFL,nursing_home,4371,location,8709355,202317,NA,0.025,2.5,12.5,0.05,2.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,CHFL,nursing_home,6653,location,8709355,208970,NA,0.032,3.2,11.4,0.08,2.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,CHFL,nursing_home,8515,location,8709355,217485,NA,0.029,2.9000000000000004,10.2,0.1,2.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,CHFL,nursing_home,7648,location,8709355,225133,NA,0.021,2.1,9,0.09,2.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,CHFL,nursing_home,5194,location,8709355,230327,NA,0.013,1.3,8,0.06,2.64,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,CHFL,nursing_home,4731,location,8709355,235058,NA,0.01,1,7.000000000000001,0.05,2.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,CHFL,nursing_home,3356,location,8709355,238414,NA,0.007,0.7000000000000001,6.3,0.04,2.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,CHFL,nursing_home,5601,location,8709355,244015,NA,0.01,1,5.6000000000000005,0.06,2.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,CHFL,nursing_home,5292,location,8709355,249307,NA,0.01,1,5.1,0.06,2.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,CHFL,nursing_home,5004,location,8709355,254311,NA,0.008,0.8,4.6,0.06,2.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,CHFL,nursing_home,2917,location,8709355,257228,NA,0.005,0.5,4.1000000000000005,0.03,2.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,CHFL,nursing_home,2195,location,8709355,259423,NA,0.004,0.4,3.8,0.03,2.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,CHFL,nursing_home,1125,location,8709355,260548,NA,0.002,0.2,3.5999999999999996,0.01,2.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,CHFL,nursing_home,2166,location,8709355,262714,NA,0.005,0.5,3.4000000000000004,0.02,3.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,CHFL,nursing_home,2157,location,8709355,264871,NA,0.005,0.5,3.2,0.02,3.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,CHFL,nursing_home,543,location,8709355,265414,NA,0.001,0.1,3.1,0.01,3.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,CHFL,nursing_home,458,location,8709355,265872,NA,0.002,0.2,3,0.01,3.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,CHFL,nursing_home,206,location,8709355,266078,NA,0.001,0.1,2.9000000000000004,0,3.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,CHFL,nursing_home,378,location,8709355,266456,NA,0.003,0.3,2.9000000000000004,0,3.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,CHFL,nursing_home,253,location,8709355,266709,NA,0.002,0.2,2.9000000000000004,0,3.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,CHFL,nursing_home,327,location,8709355,267036,NA,0.002,0.2,2.8000000000000003,0,3.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,CHFL,nursing_home,429,location,8709355,267465,NA,0.003,0.3,2.8000000000000003,0,3.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,CHFL,nursing_home,505,location,8709355,267970,NA,0.003,0.3,2.7,0.01,3.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,CHFL,nursing_home,1095,location,8709355,269065,NA,0.006,0.6,2.7,0.01,3.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,CHFL,nursing_home,1453,location,8709355,270518,NA,0.007,0.7000000000000001,2.7,0.02,3.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,CHFL,nursing_home,1485,location,8709355,272003,NA,0.008,0.8,2.6,0.02,3.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,CHFL,nursing_home,787,location,8709355,272790,NA,0.005,0.5,2.6,0.01,3.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,CHFL,nursing_home,975,location,8709355,273765,NA,0.006,0.6,2.6,0.01,3.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,CHFL,nursing_home,1167,location,8709355,274932,NA,0.007,0.7000000000000001,2.5,0.01,3.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,CHFL,nursing_home,953,location,8709355,275885,NA,0.007,0.7000000000000001,2.5,0.01,3.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,CHFL,nursing_home,873,location,8709355,276758,NA,0.009,0.8999999999999999,2.5,0.01,3.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,CHFL,medical_practice,120,location,8709355,120,NA,0.106,10.6,10.6,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,CHFL,medical_practice,124,location,8709355,244,NA,0.024,2.4,3.8,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,CHFL,medical_practice,3583,location,8709355,3827,NA,0.105,10.5,9.5,0.04,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,CHFL,medical_practice,7042,location,8709355,10869,NA,0.127,12.7,11.3,0.08,0.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,CHFL,medical_practice,18044,location,8709355,28913,NA,0.179,17.9,14.7,0.21,0.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,CHFL,medical_practice,29754,location,8709355,58667,NA,0.266,26.6,19,0.34,0.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,CHFL,medical_practice,21222,location,8709355,79889,NA,0.212,21.2,19.6,0.24,0.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,CHFL,medical_practice,17728,location,8709355,97617,NA,0.132,13.200000000000001,18,0.2,1.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,CHFL,medical_practice,22400,location,8709355,120017,NA,0.171,17.1,17.8,0.26,1.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,CHFL,medical_practice,28145,location,8709355,148162,NA,0.203,20.3,18.3,0.32,1.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,CHFL,medical_practice,33136,location,8709355,181298,NA,0.218,21.8,18.8,0.38,2.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,CHFL,medical_practice,35340,location,8709355,216638,NA,0.232,23.200000000000003,19.400000000000002,0.41,2.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,CHFL,medical_practice,23363,location,8709355,240001,NA,0.154,15.4,18.9,0.27,2.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,CHFL,medical_practice,40170,location,8709355,280171,NA,0.22,22,19.3,0.46,3.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,CHFL,medical_practice,38954,location,8709355,319125,NA,0.222,22.2,19.6,0.45,3.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,CHFL,medical_practice,39215,location,8709355,358340,NA,0.186,18.6,19.5,0.45,4.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,CHFL,medical_practice,62516,location,8709355,420856,NA,0.212,21.2,19.7,0.72,4.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,CHFL,medical_practice,80447,location,8709355,501303,NA,0.219,21.9,20.1,0.92,5.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,CHFL,medical_practice,88510,location,8709355,589813,NA,0.228,22.8,20.4,1.02,6.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,CHFL,medical_practice,95088,location,8709355,684901,NA,0.21,21,20.5,1.09,7.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,CHFL,medical_practice,85991,location,8709355,770892,NA,0.183,18.3,20.200000000000003,0.99,8.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,CHFL,medical_practice,118199,location,8709355,889091,NA,0.207,20.7,20.3,1.36,10.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,CHFL,medical_practice,108565,location,8709355,997656,NA,0.195,19.5,20.200000000000003,1.25,11.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,CHFL,medical_practice,110576,location,8709355,1108232,NA,0.174,17.4,19.900000000000002,1.27,12.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,CHFL,medical_practice,104148,location,8709355,1212380,NA,0.162,16.2,19.5,1.2,13.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,CHFL,medical_practice,91169,location,8709355,1303549,NA,0.151,15.1,19.1,1.05,14.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,CHFL,medical_practice,67791,location,8709355,1371340,NA,0.131,13.100000000000001,18.7,0.78,15.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,CHFL,medical_practice,57654,location,8709355,1428994,NA,0.128,12.8,18.3,0.66,16.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,CHFL,medical_practice,48379,location,8709355,1477373,NA,0.117,11.700000000000001,18,0.56,16.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,CHFL,medical_practice,39136,location,8709355,1516509,NA,0.107,10.7,17.7,0.45,17.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,CHFL,medical_practice,22584,location,8709355,1539093,NA,0.077,7.7,17.4,0.26,17.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,CHFL,medical_practice,12751,location,8709355,1551844,NA,0.068,6.800000000000001,17.1,0.15,17.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,CHFL,medical_practice,8818,location,8709355,1560662,NA,0.065,6.5,17,0.1,17.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,CHFL,medical_practice,9511,location,8709355,1570173,NA,0.07,7.000000000000001,16.8,0.11,18.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,CHFL,medical_practice,9155,location,8709355,1579328,NA,0.063,6.3,16.7,0.11,18.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,CHFL,medical_practice,9620,location,8709355,1588948,NA,0.06,6,16.5,0.11,18.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,CHFL,medical_practice,12008,location,8709355,1600956,NA,0.077,7.7,16.400000000000002,0.14,18.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,CHFL,medical_practice,15760,location,8709355,1616716,NA,0.082,8.200000000000001,16.2,0.18,18.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,CHFL,medical_practice,22919,location,8709355,1639635,NA,0.104,10.4,16.1,0.26,18.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,CHFL,medical_practice,23197,location,8709355,1662832,NA,0.119,11.899999999999999,16,0.27,19.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,CHFL,medical_practice,16190,location,8709355,1679022,NA,0.098,9.8,15.9,0.19,19.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,CHFL,medical_practice,17432,location,8709355,1696454,NA,0.107,10.7,15.8,0.2,19.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,CHFL,medical_practice,18699,location,8709355,1715153,NA,0.111,11.1,15.8,0.21,19.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,CHFL,medical_practice,18108,location,8709355,1733261,NA,0.128,12.8,15.7,0.21,19.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,CHFL,medical_practice,13052,location,8709355,1746313,NA,0.132,13.200000000000001,15.7,0.15,20.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,CHFL,pharmacy,0,location,8709355,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,CHFL,pharmacy,0,location,8709355,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,CHFL,pharmacy,1,location,8709355,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,CHFL,pharmacy,0,location,8709355,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,CHFL,pharmacy,2,location,8709355,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,CHFL,pharmacy,1,location,8709355,4,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,CHFL,pharmacy,1,location,8709355,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,CHFL,pharmacy,8,location,8709355,13,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,CHFL,pharmacy,9,location,8709355,22,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,CHFL,pharmacy,3,location,8709355,25,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,CHFL,pharmacy,3,location,8709355,28,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,CHFL,pharmacy,11,location,8709355,39,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,CHFL,pharmacy,10,location,8709355,49,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,CHFL,pharmacy,8,location,8709355,57,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,CHFL,pharmacy,3,location,8709355,60,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,CHFL,pharmacy,18,location,8709355,78,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,CHFL,pharmacy,228,location,8709355,306,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,CHFL,pharmacy,1083,location,8709355,1389,NA,0.003,0.3,0.1,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,CHFL,pharmacy,2909,location,8709355,4298,NA,0.007,0.7000000000000001,0.1,0.03,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,CHFL,pharmacy,6762,location,8709355,11060,NA,0.015,1.5,0.3,0.08,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,CHFL,pharmacy,12127,location,8709355,23187,NA,0.026,2.6,0.6,0.14,0.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,CHFL,pharmacy,18419,location,8709355,41606,NA,0.032,3.2,1,0.21,0.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,CHFL,pharmacy,19104,location,8709355,60710,NA,0.034,3.4000000000000004,1.2,0.22,0.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,CHFL,pharmacy,21963,location,8709355,82673,NA,0.035,3.5000000000000004,1.5,0.25,0.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,CHFL,pharmacy,28822,location,8709355,111495,NA,0.045,4.5,1.7999999999999998,0.33,1.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,CHFL,pharmacy,28846,location,8709355,140341,NA,0.048,4.8,2.1,0.33,1.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,CHFL,pharmacy,26911,location,8709355,167252,NA,0.052,5.2,2.3,0.31,1.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,CHFL,pharmacy,24623,location,8709355,191875,NA,0.055,5.5,2.5,0.28,2.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,CHFL,pharmacy,23108,location,8709355,214983,NA,0.056,5.6000000000000005,2.6,0.27,2.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,CHFL,pharmacy,19351,location,8709355,234334,NA,0.053,5.3,2.7,0.22,2.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,CHFL,pharmacy,15659,location,8709355,249993,NA,0.053,5.3,2.8000000000000003,0.18,2.87,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,CHFL,pharmacy,12760,location,8709355,262753,NA,0.068,6.800000000000001,2.9000000000000004,0.15,3.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,CHFL,pharmacy,10307,location,8709355,273060,NA,0.075,7.5,3,0.12,3.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,CHFL,pharmacy,10961,location,8709355,284021,NA,0.081,8.1,3,0.13,3.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,CHFL,pharmacy,12143,location,8709355,296164,NA,0.084,8.4,3.1,0.14,3.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,CHFL,pharmacy,12514,location,8709355,308678,NA,0.078,7.8,3.2,0.14,3.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,CHFL,pharmacy,13810,location,8709355,322488,NA,0.089,8.9,3.3000000000000003,0.16,3.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,CHFL,pharmacy,15804,location,8709355,338292,NA,0.082,8.200000000000001,3.4000000000000004,0.18,3.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,CHFL,pharmacy,20074,location,8709355,358366,NA,0.091,9.1,3.5000000000000004,0.23,4.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,CHFL,pharmacy,18378,location,8709355,376744,NA,0.094,9.4,3.5999999999999996,0.21,4.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,CHFL,pharmacy,18949,location,8709355,395693,NA,0.115,11.5,3.6999999999999997,0.22,4.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
